STATISTIC	pval	fdr
SRR8615783	0.648610323312535	7.11763981087188e-13	6.10693495772807e-10
SRR8615814	-0.638258650028361	9.84767822842514e-14	8.68565219747097e-11
SRR8615844	0.161514463981849	0.297859023878168	1
SRR8615860	0.333664208735111	0.00101539774218329	0.37671256235
SRR8615940	0.539563244469654	1.07952347061513e-09	7.80495469254738e-07
SRR8615941	0.226318774815655	0.061006045654906	1
SRR8615957	0.430941576857629	3.1117540684189e-06	0.00166790018067253
SRR8616003	-0.331820760068066	0.000766661947747216	0.292864864039436
SRR8616016	0.158111174134997	0.361963067378242	1
SRR8616031	-0.642087351106069	1.2632117574185e-12	1.06994035853347e-09
SRR8616096	0.173709585933069	0.223466637572576	1
SRR8616113	0.528502552467385	1.08613956717463e-08	7.4183332438027e-06
SRR8615298	-0.188031764038571	0.155347198625194	1
SRR8615306	-0.589478162223483	1.27673427385844e-11	1.02138741908675e-08
SRR8615318	0.168604651162791	0.287458569333289	1
SRR8615387	0.270561542824731	0.013642077059817	1
SRR8615555	0.514038570618264	3.03454520400592e-08	1.98459256341987e-05
SRR8615757	-0.452212138400454	7.58717196625014e-07	0.000440055974042508
SRR8615861	0.608905275099263	2.13692397110776e-11	1.69671763305956e-08
SRR8615916	0.445830969937606	1.17096295415564e-06	0.000660423106143782
SRR8615225	-0.611174134997164	1.76960668341053e-11	1.41037652667819e-08
SRR8615242	0.30587067498582	0.00250254734408584	0.870886475741871
SRR8615261	0.62989222915485	3.6347591603203e-12	2.99504154810393e-09
SRR8615286	0.238513896766875	0.033799753633426	1
SRR8615295	0.363868406125922	0.000153226651713467	0.0654277802816505
SRR8615304	0.286868973340896	0.00734332652949288	1
SRR8615307	-0.767867271695973	6.66133814775094e-16	6.60804744256893e-13
SRR8615342	-0.4465399886557	1.13311066674004e-06	0.000641340637374865
SRR8615347	0.235819625638117	0.0452330369999171	1
SRR8615370	-0.589478162223483	1.27673427385844e-11	1.02138741908675e-08
SRR8615409	0.156409529211571	0.334122011237787	1
SRR8615435	0.211287577992059	0.09549453407631	1
SRR8615445	-0.222773681225184	0.0566786066136181	1
SRR8615456	0.374078275666478	8.82720651675939e-05	0.0393693410647469
SRR8615469	-0.46483267158253	3.26613157075606e-07	0.000196294507402439
SRR8615487	0.465258082813386	3.14063430706391e-07	0.000189066185285247
SRR8615492	0.219086783891095	0.0759763208394217	1
SRR8615530	-0.5971355643789	6.15485440391694e-12	5.00389663038447e-09
SRR8615564	-0.722490073737947	6.66133814775094e-16	6.60804744256893e-13
SRR8615583	0.528502552467385	1.08613956717463e-08	7.4183332438027e-06
SRR8615632	0.2936755530346	0.00421717669984434	1
SRR8615672	-0.581820760068066	2.53239651470949e-11	1.99552845359108e-08
SRR8615710	0.166477595008508	0.301612794866257	1
SRR8615721	0.410380034032898	1.10569803373206e-05	0.00560588903102155
SRR8615748	0.660805445263755	8.88178419700125e-15	8.15347789284715e-12
SRR8615804	-0.523114010209869	4.03205702159681e-09	2.82243991511777e-06
SRR8615823	0.724049914917754	6.66133814775094e-16	6.60804744256893e-13
SRR8615871	0.498440158820193	8.90066428338443e-08	5.58961716996542e-05
SRR8615877	0.231990924560408	0.0511038658442753	1
SRR8615884	0.736245036868973	2.22044604925031e-16	2.22266649529956e-13
SRR8615887	0.602098695405559	3.74713593487286e-11	2.92276602920083e-08
SRR8615889	0.563953488372093	7.76027020421566e-10	5.66499724907743e-07
SRR8615927	0.341747022121384	0.000699992817044692	0.270197227379251
SRR8615931	-0.398468519568917	2.22907537649197e-05	0.0109447600985756
SRR8616002	0.57884288145207	2.43429831847664e-10	1.83059233549443e-07
SRR8616097	0.0823879750425412	0.974877459522477	1
SRR8615256	-0.383295519001702	5.35190861450374e-05	0.0244047032821371
SRR8615267	-0.441151446398185	1.57926783284079e-06	0.000873335111560958
SRR8615270	0.400028360748724	2.06006020858629e-05	0.0101766974304163
SRR8615283	-0.254395916052184	0.0194716384697445	1
SRR8615291	0.149602949517867	0.386213858229812	1
SRR8615309	-0.410663641520136	2.04505812539946e-05	0.0101230377207273
SRR8615317	-0.769001701644923	6.66133814775094e-16	6.60804744256893e-13
SRR8615319	0.644781622234827	9.97424365323241e-13	8.51800407986048e-10
SRR8615322	0.627623369256948	4.41469083511947e-12	3.62446117563309e-09
SRR8615352	0.206891661939875	0.108231353047074	1
SRR8615396	-0.693562110039705	6.66133814775094e-16	6.60804744256893e-13
SRR8615423	0.107203630175837	0.828507058951491	1
SRR8615433	0.660805445263755	2.39808173319034e-13	2.08872918960878e-10
SRR8615437	0.709585933068633	2.55351295663786e-15	2.3875346144564e-12
SRR8615466	-0.438173567782189	1.96027760634987e-06	0.00107227185067338
SRR8615477	-0.462138400453772	3.88685215013673e-07	0.000231267702933136
SRR8615485	0.270136131593874	0.010814983224735	1
SRR8615486	0.297929665343165	0.00472597631566984	1
SRR8615500	-0.37251843448667	9.55483845814786e-05	0.042327934369595
SRR8615519	0.40655133295519	2.57128126421868e-05	0.0123694840064429
SRR8615561	0.477027793533749	1.37830040491949e-07	8.54546251050081e-05
SRR8615568	0.247163925127623	0.0251832079124392	1
SRR8615769	0.665343165059558	1.59094959428785e-13	1.39526279419044e-10
SRR8615799	-0.113868406125922	0.718687631794155	1
SRR8615800	0.602807714123653	3.53261864205479e-12	2.9144103796952e-09
SRR8615815	0.445830969937606	1.17096295415564e-06	0.000660423106143782
SRR8615821	-0.659245604083948	1.0769163338864e-14	9.82147696504398e-12
SRR8615847	0.618122518434487	9.88831239112642e-12	7.96997978724789e-09
SRR8615904	0.272830402722632	0.00971292442262683	1
SRR8615911	0.671440726035167	9.12603326241879e-14	8.07653943724063e-11
SRR8615915	0.308990357345434	0.0021818882240684	0.772388431320212
SRR8615979	-0.628757799205899	4.00612876205741e-12	3.29704397117325e-09
SRR8616152	0.092597844583097	0.932063590599089	1
SRR8615268	-0.605501985252411	2.76823008960037e-12	2.3031674345475e-09
SRR8615327	0.719086783891095	9.99200722162641e-16	9.45243883165858e-13
SRR8615422	0.151871809415769	0.411728560572662	1
SRR8615460	-0.37861599546228	6.84666367697373e-05	0.0308099865463818
SRR8615481	0.225467952353942	0.0520613113148938	1
SRR8615222	-0.410663641520136	1.07962158498731e-05	0.00549527386758542
SRR8615235	-0.193845717526943	0.154497659334624	1
SRR8615251	-0.694696539988656	6.66133814775094e-16	6.60804744256893e-13
SRR8615272	0.450368689733409	1.99102280040719e-06	0.00108709844902233
SRR8615282	0.154707884288145	0.34608631073445	1
SRR8615285	0.131452070334657	0.546153929218886	1
SRR8615294	0.522830402722632	4.13311707081476e-09	2.88904883249952e-06
SRR8615299	-0.28757799205899	0.00542874269713844	1
SRR8615310	0.607061826432218	2.48954190595896e-11	1.96673810570758e-08
SRR8615321	0.658111174134997	3.05422354074381e-13	2.65717448044711e-10
SRR8615377	-0.435479296653432	4.89069705200684e-06	0.00255294386114757
SRR8615382	0.59103800340329	1.09696696171113e-11	8.83058404177461e-09
SRR8615385	0.277651730005672	0.00808762796772733	1
SRR8615404	-0.605076574021554	2.78110867668602e-12	2.30832020164939e-09
SRR8615411	0.22575155984118	0.0620811722275332	1
SRR8615432	-0.6626488939308	7.32747196252603e-15	6.74860167748648e-12
SRR8615441	0.177396483267158	0.233950435038294	1
SRR8615453	0.469795802609189	5.88989433669695e-07	0.000345147808130442
SRR8615471	0.205331820760068	0.0959371384072147	1
SRR8615490	0.634855360181509	2.36988206836486e-12	1.97648164501629e-09
SRR8615507	-0.135422575155984	0.509244297375248	1
SRR8615545	0.760635280771412	0	0
SRR8615556	0.206040839478162	0.110852157895586	1
SRR8615581	-0.330686330119115	0.0008089678342732	0.307407777023816
SRR8615609	-0.189733408961997	0.1719974232839	1
SRR8615614	0.118831537152581	0.721878369566969	1
SRR8615663	0.561259217243335	9.5408059230806e-10	6.92662510015651e-07
SRR8615688	0.751134429948951	0	0
SRR8615700	0.677538287010777	5.21804821573824e-14	4.65971705665424e-11
SRR8615766	-0.773964832671583	6.66133814775094e-16	6.60804744256893e-13
SRR8615802	-0.422149744753261	5.43277733355829e-06	0.00282504421345031
SRR8615816	-0.50368689733409	1.87644388915942e-08	1.25158807406933e-05
SRR8615819	-0.167044809982984	0.262357053361369	1
SRR8615832	0.502977878615996	6.53066477562803e-08	4.16003346207505e-05
SRR8615835	0.708451503119682	2.77555756156289e-15	2.58404408981505e-12
SRR8615842	0.638684061259217	1.69997349530604e-12	1.43137768304769e-09
SRR8615846	0.403148043108338	3.10235251073099e-05	0.0147982214761868
SRR8615867	0.384855360181509	8.28386682668603e-05	0.0371945620518203
SRR8615888	0.407685762904141	1.30898293022597e-05	0.00658418413903661
SRR8615897	0.275808281338627	0.0112215770268214	1
SRR8615928	0.165910380034033	0.305468798079863	1
SRR8615998	-0.396199659671015	2.56096977359066e-05	0.0123694840064429
SRR8616073	0.652013613159387	5.26467758277249e-13	4.54341675393266e-10
SRR8615233	0.415343165059558	1.57154894664391e-05	0.0078420292437531
SRR8615246	-0.540697674418605	9.82217973621857e-10	7.12108030875847e-07
SRR8615248	0.77665910380034	0	0
SRR8615273	0.408820192853091	2.26677144675724e-05	0.0111071800891105
SRR8615279	0.706891661939875	3.21964677141295e-15	2.99105185064263e-12
SRR8615290	0.300907543959161	0.00310117706243385	1
SRR8615302	-0.113159387407828	0.72526347390269	1
SRR8615348	0.216250709018718	0.0826429209636919	1
SRR8615360	0.366137266023823	0.000215871356309627	0.0889389987995663
SRR8615374	0.371525808281339	0.000164654582149093	0.0698135428312154
SRR8615403	0.522830402722632	1.63059011848432e-08	1.10064832997692e-05
SRR8615431	-0.710720363017584	6.66133814775094e-16	6.60804744256893e-13
SRR8615452	-0.513613159387408	8.7718285968208e-09	6.01747441741907e-06
SRR8615498	0.174134997163925	0.252851380860935	1
SRR8615553	0.615428247305729	1.24013022073655e-11	9.9458443703071e-09
SRR8615610	-0.297504254112309	0.00480824965471371	1
SRR8615866	0.327283040272263	0.00135343901109053	0.496712117070224
SRR8615885	0.727878615995462	4.44089209850063e-16	4.41868763800812e-13
SRR8615983	0.401588201928531	3.3793663508086e-05	0.0160519901663408
SRR8616041	0.159103800340329	0.354415334044245	1
SRR8616048	0.401588201928531	3.3793663508086e-05	0.0160519901663408
SRR8615489	0.285309132161089	0.00780374022917429	1
